ROASTER,ROAST,LOC_COUNTRY,ORIGIN,100G_USD,RATING
Kakalove Cafe,Medium,Taiwan,Guatemala,2.83,0.6153846153846154
Durango Coffee Company,Medium,United States,Colombia,8.8,0.6153846153846154
Simon Hsieh's Aroma Roast Coffees,Dark,Taiwan,Indonesia,8.5,0.7692307692307693
Branch Street Coffee Roasters,Medium-Light,United States,Ethiopia,5.73,0.7692307692307693
Bird Rock Coffee Roasters,Medium,United States,Colombia,26.46,0.9230769230769231
Collage Coffee,Medium-Light,United States,Costa Rica,5.29,0.6923076923076923
Manzanita Roasting Company,Light,United States,Costa Rica,5.29,0.6923076923076923
Lucky Cafe,Medium-Light,Taiwan,Colombia,25.6,0.6153846153846154
Small Eyes Cafe,Medium-Light,Taiwan,Ethiopia,19.2,0.6153846153846154
Coffeebar,Medium-Light,United States,Ethiopia,5.88,0.6923076923076923
Temple Coffee Roasters,Medium-Light,United States,Kenya,6.47,0.6923076923076923
Baba Java Coffee,Light,United States,Colombia,5.29,0.5384615384615384
Campos Coffee,Medium-Light,Australia,Panama,69.0,0.9230769230769231
South Slope Coffee Roasters,Medium-Light,United States,Nicaragua,5.29,0.6153846153846154
Souvenir Coffee,Medium-Light,United States,Ethiopia,4.7,0.6153846153846154
Klatch Coffee,Medium-Light,United States,Panama,6.45,0.8461538461538461
Small Eyes Cafe,Medium-Light,Taiwan,Ethiopia,3.2,0.8461538461538461
Klatch Coffee,Medium-Light,United States,Ethiopia,5.28,0.6923076923076923
Klatch Coffee,Medium-Light,United States,Kenya,6.16,0.6923076923076923
Blues Brew Coffee,Medium-Light,Taiwan,Ethiopia,6.4,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Kenya,5.64,0.7692307692307693
Simon Hsieh’s Aroma Roast Coffees,Medium-Dark,Taiwan,Ethiopia,15.58,0.6923076923076923
Black & White Coffee Roasters,Medium-Light,United States,Costa Rica,5.88,0.6923076923076923
Quartet Kaffe,Medium-Light,Taiwan,Kenya,9.12,0.8461538461538461
Amavida Coffee Roasters,Medium-Light,United States,Ethiopia,5.86,0.6923076923076923
Big Shoulders Coffee,Medium-Light,United States,Kenya,6.17,0.6923076923076923
Quartet Kaffe,Medium-Light,Taiwan,Ethiopia,8.0,0.6923076923076923
Big Shoulders Coffee,Medium-Light,United States,Guatemala,6.17,0.6153846153846154
MK Coffee Roasters,Medium,Taiwan,Ethiopia,6.4,0.5384615384615384
Klatch Coffee,Medium-Light,United States,Guatemala,4.98,0.46153846153846156
Chez Cafe,Medium-Light,Taiwan,Ethiopia,4.8,0.6923076923076923
Klatch Coffee,Medium-Light,United States,Panama,41.12,0.7692307692307693
Kakalove Cafe,Medium,Taiwan,Kenya,4.25,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Kenya,4.25,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,0.7692307692307693
Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,6.17,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Hawai'I,17.59,0.6923076923076923
Durango Coffee Company,Medium,United States,Costa Rica,4.69,0.6923076923076923
Paradise Roasters,Medium,United States,Ethiopia,5.86,0.6923076923076923
Battlecreek Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
Press House Coffee,Medium,United States,Costa Rica,4.03,0.6153846153846154
GK Coffee,Medium-Light,Taiwan,Ethiopia,8.8,0.8461538461538461
GK Coffee,Medium-Light,Taiwan,Ethiopia,16.0,0.7692307692307693
GK Coffee,Medium-Light,Taiwan,Ethiopia,8.0,0.6923076923076923
Paradise Roasters,Medium-Light,United States,Panama,17.59,0.9230769230769231
Paradise Roasters,Medium-Light,United States,Ethiopia,5.81,0.8461538461538461
Guorizi Zhai Coffee,Medium,Taiwan,Colombia,6.61,0.6923076923076923
Black Coffee In Black Jar,Medium,Taiwan,Kenya,32.0,0.7692307692307693
Black Coffee In Black Jar,Medium-Light,Taiwan,Colombia,32.0,0.6153846153846154
Black Coffee In Black Jar,Medium-Light,Taiwan,Guatemala,32.0,0.6153846153846154
Rotate Fun Club,Medium,Taiwan,Kenya,8.53,0.5384615384615384
Black Coffee In Black Jar,Medium,Taiwan,El Salvador,32.0,0.46153846153846156
Larry's Coffee,Medium,United States,Ethiopia,4.11,0.6153846153846154
Joe Van Gogh,Medium-Light,United States,Ethiopia,4.11,0.46153846153846156
Signature Reserve,Medium,United States,Ethiopia,3.32,0.46153846153846156
Eight O'Clock Coffee,Medium,United States,Colombia,1.49,0.3076923076923077
Starbucks Coffee,Dark,United States,Indonesia,3.08,0.23076923076923078
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,27.76,0.8461538461538461
Euphora Coffee,Medium-Light,Taiwan,Panama,45.31,0.7692307692307693
Euphora Coffee,Medium-Light,Taiwan,Ethiopia,6.23,0.5384615384615384
Bird Rock Coffee Roasters,Medium-Light,United States,Guatemala,5.58,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.26,0.7692307692307693
Revel Coffee,Medium-Light,United States,Ethiopia,5.14,0.6923076923076923
Cloud City Coffee,Medium-Light,United States,Ethiopia,5.29,0.6153846153846154
Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.73,0.6153846153846154
Paradise Roasters,Medium-Light,United States,Ethiopia,5.81,0.7692307692307693
Jackrabbit Java,Medium,United States,Kenya,3.53,0.6153846153846154
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.41,0.6153846153846154
Jackrabbit Java,Medium-Light,United States,Panama,13.23,0.5384615384615384
JBC Coffee Roasters,Medium-Light,United States,Peru,4.76,0.46153846153846156
Quartet Kaffe,Medium,Taiwan,Ethiopia,9.6,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Kenya,4.6,0.8461538461538461
Counter Culture Coffee,Medium-Light,United States,Ethiopia,4.41,0.6923076923076923
Equator Coffees,Medium-Light,United States,Ethiopia,5.29,0.6153846153846154
JBC Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.26,0.5384615384615384
JBC Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.26,0.46153846153846156
Jampot Poorrock Abbey,Medium,United States,Hawai'I,10.58,0.6153846153846154
Jampot Poorrock Abbey,Medium,United States,Costa Rica,3.97,0.5384615384615384
Dragonfly Coffee Roasters,Medium-Light,United States,Panama,5.88,0.8461538461538461
Kona Farm Direct,Medium-Light,Hawai'i,Hawai'I,25.2,0.7692307692307693
Kona Farm Direct,Medium-Light,Hawai'i,Hawai'I,17.61,0.5384615384615384
Kona Farm Direct,Medium-Light,Hawai'i,Hawai'I,17.61,0.46153846153846156
Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,6.17,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Hawai'I,5.86,0.6153846153846154
Revel Coffee,Light,United States,Ethiopia,9.7,0.9230769230769231
Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,6.61,0.7692307692307693
Fire Ridge Coffee,Medium,United States,Ethiopia,5.29,0.6923076923076923
Olympia Coffee Roasting,Medium-Light,United States,Ethiopia,5.0,0.6923076923076923
Bluebeard Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,0.6153846153846154
Dapper & Wise,Medium-Light,United States,Ethiopia,5.88,0.6153846153846154
Revel Coffee,Medium-Light,United States,Costa Rica,6.76,0.7692307692307693
PT's Coffee Roasting Co.,Medium-Light,United States,Colombia,6.91,0.7692307692307693
Quartet Kaffe,Medium,Taiwan,Kenya,8.48,0.6153846153846154
BeanFruit Coffee Co.,Medium-Light,United States,Colombia,4.85,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Hawai'I,22.0,0.6923076923076923
Big Shoulders Coffee,Light,United States,Burundi,6.17,0.6153846153846154
Steady State Roasting Company,Medium-Light,United States,Colombia,8.52,0.7692307692307693
Steady State Roasting Company,Medium-Light,United States,Colombia,8.52,0.7692307692307693
Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,5.0,0.6923076923076923
modcup coffee,Light,United States,Ethiopia,5.88,0.5384615384615384
Temple Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.88,0.6923076923076923
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,0.6923076923076923
Paradise Roasters,Medium-Light,United States,Colombia,11.73,0.6923076923076923
Paradise Roasters,Light,United States,Colombia,7.33,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Hawai'I,17.59,0.6923076923076923
Press House Coffee,Medium-Light,United States,Nepal,7.05,0.6153846153846154
Kona Roasted,Medium,Hawai'i,Hawai'I,10.58,0.5384615384615384
Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,6.17,0.9230769230769231
Greater Goods Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,0.8461538461538461
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,0.17,0.7692307692307693
Klatch Coffee,Medium-Light,United States,Panama,20.55,0.7692307692307693
modcup coffee,Medium-Light,United States,Colombia,17.64,0.7692307692307693
The WestBean Coffee Roasters,Medium,United States,Ethiopia,5.29,0.6923076923076923
Plat Coffee Roastery,Medium-Light,Hong Kong,Ethiopia,13.23,0.7692307692307693
Cafe Grumpy,Medium-Light,United States,Democratic Republic Of The Congo,5.88,0.6923076923076923
Durango Coffee Company,Medium-Light,United States,Colombia,5.86,0.6923076923076923
Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,5.58,0.6923076923076923
Vennel Coffee,Medium,Taiwan,Ethiopia,8.46,0.6153846153846154
Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,12.35,0.7692307692307693
Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,10.58,0.6923076923076923
Rusty's Hawaiian,Medium,Hawai'i,Hawai'I,17.64,0.6923076923076923
Paradise Roasters,Medium-Light,United States,Ethiopia,6.75,0.7692307692307693
Oak & Bond Coffee Company,Medium,United States,Guatemala,5.58,0.6923076923076923
Hala Tree Kona Coffee,Medium,Hawai'i,Hawai'I,13.23,0.6153846153846154
GK Coffee,Medium-Light,Taiwan,Kenya,9.28,0.8461538461538461
Kakalove Cafe,Medium-Light,Taiwan,Colombia,6.37,0.6153846153846154
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.51,0.6923076923076923
Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,14.55,0.6923076923076923
Hala Tree Kona Coffee,Medium,Hawai'i,Hawai'I,14.55,0.6153846153846154
Corvus Coffee Roasters,Medium-Light,United States,Bolivia,5.88,0.6923076923076923
Temple Coffee Roasters,Medium,United States,Ethiopia,6.17,0.7692307692307693
Revel Coffee,Medium-Light,United States,Indonesia,6.17,0.7692307692307693
Revel Coffee,Medium-Light,United States,Colombia,5.0,0.6923076923076923
Paradise Roasters,Medium,United States,Hawai'I,16.71,0.7692307692307693
Dragonfly Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Indonesia,3.19,0.7692307692307693
States Coffee & Mercantile,Medium-Light,United States,Guatemala,5.29,0.6153846153846154
Kakalove Cafe,Medium-Light,Taiwan,Taiwan,11.33,0.6153846153846154
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.51,0.9230769230769231
JBC Coffee Roasters,Medium-Light,United States,Guatemala,5.0,0.6923076923076923
Difference Coffee,Medium-Light,England,Panama,111.11,0.7692307692307693
Collage Coffee,Medium-Light,United States,Ethiopia,1.32,0.6923076923076923
Bonfire Coffee Company,Medium-Light,United States,Ethiopia,1.34,0.7692307692307693
GK Coffee,Medium-Light,Taiwan,Brazil,4.27,0.7692307692307693
modcup coffee,Light,United States,Colombia,17.64,0.7692307692307693
modcup coffee,Medium-Light,United States,Ethiopia,7.35,0.7692307692307693
Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,16.75,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Kenya,6.17,0.9230769230769231
JBC Coffee Roasters,Medium-Light,United States,Kenya,6.17,0.8461538461538461
Oak & Bond Coffee Company,Medium-Light,United States,Colombia,5.29,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Colombia,6.17,0.8461538461538461
Paradise Roasters,Medium-Light,United States,El Salvador,9.96,0.7692307692307693
Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,8.23,0.6923076923076923
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,3.89,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.36,0.6923076923076923
RamsHead Coffee Roasters,Medium,United States,El Salvador,5.28,0.6153846153846154
Conscious Cup Coffee Roasters,Medium-Light,United States,Guatemala,5.58,0.7692307692307693
Jackrabbit Java,Medium-Light,United States,Ethiopia,4.12,0.7692307692307693
Jackrabbit Java,Medium-Light,United States,Ethiopia,4.12,0.46153846153846156
Paradise Roasters,Light,United States,Nicaragua,11.73,0.7692307692307693
Paradise Roasters,Light,United States,Colombia,17.62,0.7692307692307693
Atom Coffee Roasters,Medium-Light,Taiwan,Ethiopia,5.77,0.6923076923076923
David's Nose,Light,Taiwan,Ethiopia,5.66,0.7692307692307693
Atom Coffee Roasters,Medium-Light,Taiwan,Ethiopia,5.82,0.6923076923076923
94 Fresh Coffee,Medium-Light,Taiwan,Kenya,8.5,0.8461538461538461
Brain Helmet,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
Brain Helmet,Medium-Light,United States,Ethiopia,5.88,0.46153846153846156
Atomic Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
Wonderstate Coffee,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
Equiano Coffee,Medium-Light,United States,Ethiopia,5.29,0.8461538461538461
BLK & Bold,Light,United States,Ethiopia,4.12,0.7692307692307693
Merge Coffee Company,Light,United States,Ethiopia,4.7,0.7692307692307693
Portrait Coffee,Light,United States,Ethiopia,5.29,0.7692307692307693
Southeastern Roastery,Medium-Light,United States,Indonesia,5.29,0.6923076923076923
Dr. Bean's Coffee Roasters,Light,United States,Colombia,13.52,0.6153846153846154
Drink Coffee Do Stuff,Medium-Light,United States,Kenya,6.17,0.7692307692307693
SkyTop Coffee,Medium-Light,United States,Ethiopia,4.41,0.6923076923076923
Red Rooster Coffee Roaster,Light,United States,Ethiopia,5.58,0.7692307692307693
SkyTop Coffee,Medium-Light,United States,Peru,4.41,0.6923076923076923
Red Rooster Coffee Roaster,Light,United States,Ethiopia,5.44,0.7692307692307693
Emiliani Coffee,Medium,United States,Indonesia,4.28,0.5384615384615384
Emiliani Coffee,Medium-Light,United States,Mexico,4.28,0.46153846153846156
Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,0.8461538461538461
Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,0.6923076923076923
Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,4.7,0.5384615384615384
Kakalove Cafe,Medium-Light,Taiwan,Kenya,5.66,0.9230769230769231
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.11,0.7692307692307693
Wonderstate Coffee,Light,United States,Ethiopia,5.88,0.7692307692307693
Atom Coffee Roasters,Medium-Light,Taiwan,Guatemala,5.82,0.6923076923076923
CofFeeling,Medium-Light,Taiwan,Costa Rica,7.05,0.6153846153846154
Paradise Roasters,Light,United States,Hawai'I,7.33,0.6923076923076923
Kakalove Cafe,Medium-Light,Taiwan,Guatemala,2.83,0.6923076923076923
De Clieu Coffee,Medium-Light,Taiwan,Ethiopia,7.08,0.6923076923076923
Durango Coffee Company,Medium,United States,Costa Rica,4.98,0.6153846153846154
Dory Coffee Roasters,Medium-Light,Taiwan,Ethiopia,9.74,0.6923076923076923
Atomic Coffee Roasters,Medium-Light,United States,Costa Rica,5.29,0.6923076923076923
Dragonfly Coffee Roasters,Medium-Light,United States,Ethiopia,6.47,0.7692307692307693
Dragonfly Coffee Roasters,Medium-Light,United States,Kenya,7.05,0.7692307692307693
Peach Coffee Roasters,Medium-Light,United States,Colombia,8.81,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Kenya,6.17,0.8461538461538461
Collage Coffee,Medium-Light,United States,Costa Rica,5.64,0.6923076923076923
Paradise Roasters,Medium-Light,United States,Hawai'I,26.41,0.9230769230769231
Paradise Roasters,Medium-Light,United States,Hawai'I,22.0,0.7692307692307693
Lexington Coffee Roasters,Medium-Light,United States,Ethiopia,5.86,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.51,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Indonesia,5.73,0.6153846153846154
David's Nose,Light,Taiwan,Nicaragua,3.54,0.6923076923076923
GK Coffee,Medium-Light,Taiwan,El Salvador,8.0,0.7692307692307693
Kaldi's Coffee,Medium-Light,United States,Guatemala,5.29,0.6923076923076923
Highwire Coffee Roasters,Medium-Light,United States,Guatemala,5.36,0.6153846153846154
Corvus Coffee Roasters,Medium-Light,United States,Guatemala,6.17,0.6923076923076923
Bird Rock Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,0.7692307692307693
Amavida Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,0.7692307692307693
PT's Coffee Roasting Co.,Medium-Light,United States,Ethiopia,5.73,0.7692307692307693
Amavida Coffee Roasters,Light,United States,Ethiopia,5.88,0.6923076923076923
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,27.76,0.8461538461538461
Rooster Roastery,Medium-Dark,Hawai'i,Hawai'I,11.02,0.0
Paradise Roasters,Medium-Light,United States,Hawai'I,22.0,0.6923076923076923
Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.03,0.7692307692307693
Flight Coffee Co.,Light,United States,Colombia,4.7,0.7692307692307693
Bona Kafo Roastery,Medium-Light,Taiwan,Ethiopia,7.65,0.7692307692307693
Bona Kafo Roastery,Light,Taiwan,Panama,80.0,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Nicaragua,7.61,0.6153846153846154
Miranda Farms,Medium-Light,Hawai'i,Hawai'I,13.23,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,3.89,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Costa Rica,5.26,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.51,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Colombia,12.35,0.7692307692307693
Jaunt Coffee Roasters,Light,United States,Ethiopia,6.47,0.6153846153846154
JBC Coffee Roasters,Medium-Light,United States,Mexico,5.88,0.6153846153846154
Jaunt Coffee Roasters,Medium-Light,United States,Colombia,6.76,0.5384615384615384
Jaunt Coffee Roasters,Medium-Light,United States,Colombia,14.11,0.46153846153846156
Equator Coffees,Medium,United States,Kenya,6.47,0.8461538461538461
Flight Coffee Co.,Medium-Light,United States,Kenya,5.0,0.8461538461538461
Coffee Please,Medium-Light,Taiwan,Kenya,10.57,0.8461538461538461
DoDo Kaffa,Medium-Light,Taiwan,Kenya,7.82,0.8461538461538461
Evie's Cafe,Medium-Light,Taiwan,Kenya,6.34,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Kenya,4.6,0.7692307692307693
Klatch Coffee,Medium-Light,United States,Kenya,6.45,0.7692307692307693
Pop Coffee Works,Medium-Light,Canada,Kenya,7.33,0.7692307692307693
Small Eyes Cafe,Medium-Light,Taiwan,Kenya,8.0,0.7692307692307693
Steady State Roasting,Medium-Light,United States,Kenya,6.76,0.7692307692307693
States Coffee,Medium-Light,United States,Kenya,5.29,0.7692307692307693
El Gran Café,Medium-Light,Guatemala,Guatemala,3.82,0.7692307692307693
El Gran Café,Medium-Light,Guatemala,Guatemala,4.85,0.6923076923076923
El Gran Café,Medium,Guatemala,Guatemala,4.85,0.6153846153846154
El Gran Café,Medium-Light,Guatemala,Guatemala,4.85,0.46153846153846156
El Gran Café,Medium-Light,Guatemala,Guatemala,2.94,0.38461538461538464
El Gran Café,Medium,Guatemala,Guatemala,1.47,0.15384615384615385
El Gran Café,Medium-Dark,Guatemala,Guatemala,1.47,0.15384615384615385
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,5.66,1.0
Peach Coffee Roasters,Medium-Light,United States,Costa Rica,10.58,0.7692307692307693
modcup coffee,Medium-Light,United States,Ethiopia,7.35,0.7692307692307693
SkyTop Coffee,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
Temple Coffee Roasters,Medium-Light,United States,Kenya,6.91,0.6153846153846154
RamsHead Coffee Roasters,Medium-Light,United States,Ethiopia,4.98,0.7692307692307693
RamsHead Coffee Roasters,Medium-Light,United States,Costa Rica,6.75,0.6153846153846154
Paradise Roasters,Light,United States,Guatemala,17.59,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Hawai'I,17.59,0.7692307692307693
Stereo Coffee Roasters,Medium-Light,Canada,Colombia,5.88,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Colombia,4.64,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,5.58,0.7692307692307693
Three Keys Coffee,Medium-Light,United States,Ethiopia,5.88,0.6153846153846154
Simon Hsieh’s Aroma Roast Coffees,Medium,Taiwan,Kenya,12.74,0.9230769230769231
Difference Coffee,Medium-Light,England,Panama,100.0,0.7692307692307693
Durango Coffee Company,Medium-Light,United States,Colombia,4.98,0.7692307692307693
Paradise Roasters,Light,United States,Taiwan,57.28,0.7692307692307693
Bird Rock Coffee Roasters,Medium-Light,United States,Panama,49.97,0.8461538461538461
PT's Coffee Roasting Co.,Medium-Light,United States,Panama,28.66,0.8461538461538461
Big Shoulders Coffee,Medium-Light,United States,Kenya,6.47,0.6923076923076923
Singsun Coffee,Medium-Light,Taiwan,Ethiopia,12.79,0.7692307692307693
Singsun Coffee,Medium-Light,Taiwan,Ethiopia,13.67,0.6923076923076923
Pro Aroma Enterprise Coffee,Medium-Light,Taiwan,Ethiopia,7.35,0.7692307692307693
Pro Aroma Enterprise Coffee,Medium-Light,Taiwan,Ethiopia,7.35,0.6923076923076923
Kakalove Cafe,Medium-Light,Taiwan,Panama,16.99,0.8461538461538461
Kona Farm Direct,Medium,Hawai'i,Hawai'I,16.12,0.6923076923076923
Kona Farm Direct,Medium,Hawai'i,Hawai'I,25.2,0.6923076923076923
Kona Farm Direct,Medium-Light,Hawai'i,Hawai'I,16.12,0.6153846153846154
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.6,0.8461538461538461
Lexington Coffee Roasters,Medium-Light,United States,Colombia,5.57,0.6153846153846154
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,1.98,0.7692307692307693
Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,49.97,0.8461538461538461
Big Shoulders Coffee,Medium,United States,Ethiopia,5.29,0.5384615384615384
Cafe Virtuoso,Light,United States,Ethiopia,5.58,0.7692307692307693
Bird Rock Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,15.43,1.0
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,33.05,0.9230769230769231
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,17.61,0.7692307692307693
Green Stone Coffee,Medium-Light,Taiwan,Ethiopia,9.6,0.6923076923076923
Equiano Coffee,Light,United States,Democratic Republic Of The Congo,5.29,0.6923076923076923
Vennel Coffee,Medium-Light,Taiwan,Ethiopia,6.34,0.8461538461538461
Peacock Coffee Roaster,Medium-Light,Taiwan,Kenya,6.4,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Hawai'I,26.41,0.8461538461538461
Red Rooster Coffee Roaster,Light,United States,Ethiopia,6.17,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Hawai'I,22.0,0.6923076923076923
Paradise Roasters,Medium-Light,United States,Hawai'I,7.33,0.6923076923076923
Cafe Kreyol,Medium,United States,Dominican Republic,3.82,0.6153846153846154
Paradise Roasters,Light,United States,Guatemala,17.59,0.6153846153846154
Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,16.53,0.8461538461538461
Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,14.55,0.7692307692307693
Hala Tree Kona Coffee,Medium,Hawai'i,Hawai'I,14.33,0.6923076923076923
Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,16.53,0.6923076923076923
Kakalove Cafe,Medium-Light,Taiwan,Panama,33.98,0.9230769230769231
Lexington Coffee Roasters,Medium-Light,United States,Ethiopia,5.86,0.8461538461538461
Big Shoulders Coffee,Medium-Light,United States,Guatemala,5.29,0.6923076923076923
Big Shoulders Coffee,Light,United States,Burundi,6.47,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Mexico,4.7,0.6153846153846154
Merge Coffee Company,Medium-Light,United States,Honduras,5.29,0.6923076923076923
"Good Chance Biotechnology, Ltd.",Medium-Light,Taiwan,Kenya,90.83,0.7692307692307693
"Good Chance Biotechnology, Ltd.",Medium-Light,Taiwan,Ethiopia,90.83,0.6923076923076923
Nostalgia Coffee Roasters,Light,United States,Ethiopia,6.47,0.7692307692307693
Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Ethiopia,15.58,0.8461538461538461
Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Taiwan,15.58,0.7692307692307693
SkyTop Coffee,Medium-Light,United States,Colombia,4.41,0.6153846153846154
Drink Coffee Do Stuff,Medium-Light,United States,Ethiopia,6.17,0.5384615384615384
RamsHead Coffee Roasters,Medium-Light,United States,Guatemala,8.8,0.6923076923076923
Euphora Coffee,Light,Taiwan,Guatemala,17.56,0.7692307692307693
Sunny's Coffee,Medium-Light,Japan,Guatemala,8.71,0.6923076923076923
Coffee Please,Medium-Light,Taiwan,Colombia,6.63,0.6923076923076923
Durango Coffee Company,Medium-Light,United States,Costa Rica,4.69,0.6923076923076923
94 Fresh Coffee,Light,Taiwan,Ethiopia,6.37,0.8461538461538461
Normandy Coffee Thai Cuisine,Medium-Light,Taiwan,Ethiopia,4.25,0.7692307692307693
Kauai Coffee Company,Medium,Hawai'i,Hawai'I,17.64,0.6153846153846154
Big Shoulders Coffee,Medium-Light,United States,Panama,24.69,0.9230769230769231
Souvenir Coffee,Medium-Light,United States,Ethiopia,6.76,0.8461538461538461
Paradise Roasters,Light,United States,Ethiopia,7.33,0.7692307692307693
Big Shoulders Coffee,Medium-Light,United States,Peru,6.47,0.6923076923076923
Paradise Roasters,Medium-Light,United States,Hawai'I,17.59,0.6923076923076923
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,5.31,0.7692307692307693
Oceana Coffee,Medium-Light,United States,Ethiopia,6.47,0.6923076923076923
Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,9.52,0.6923076923076923
Paradise Roasters,Medium,United States,Thailand,4.98,0.5384615384615384
Kakalove Cafe,Light,Taiwan,Kenya,4.96,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Thailand,4.98,0.46153846153846156
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,0.6923076923076923
Quartet Kaffe,Medium-Light,Taiwan,Ethiopia,9.6,0.7692307692307693
Quartet Kaffe,Medium-Light,Taiwan,Ethiopia,8.32,0.6923076923076923
Quartet Kaffe,Medium-Light,Taiwan,Taiwan,28.8,0.6923076923076923
RamsHead Coffee Roasters,Medium-Light,United States,Ethiopia,5.57,0.7692307692307693
